Match_id,season,city,date,team1,team2,toss_win,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_the_match,venue,match_refree,reserve_umpire,tv_umpire,umpire1,umpire2 
208,2020/21,0,2020-10-26,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,CH Gayle,Sharjah Cricket Stadium,V Narayan Kutty,VA Kulkarni,K Srinivasan,KN Ananthapadmanabhan,RK Illingworth
209,2020/21,0,2020-10-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,10,TA Boult,Sharjah Cricket Stadium,V Narayan Kutty,K Srinivasan,RK Illingworth,C Shamshuddin,VA Kulkarni
210,2020/21,0,2020-10-17,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,7,AB de Villiers,Dubai International Cricket Stadium,J Srinath,YC Barde,PR Reiffel,AK Chaudhary,Nitin Menon
211,2020/21,Abu Dhabi,2020-10-10,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,2,0,KD Karthik,Sheikh Zayed Stadium,M Nayyar,PG Pathak,VK Sharma,UV Gandhe,CB Gaffaney
212,2020/21,0,2020-10-27,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,88,0,WP Saha,Dubai International Cricket Stadium,J Srinath,AY Dandekar,PR Reiffel,AK Chaudhary,Nitin Menon
213,2020/21,0,2020-10-10,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,37,0,V Kohli,Dubai International Cricket Stadium,J Srinath,YC Barde,AY Dandekar,AK Chaudhary,PR Reiffel
214,2020/21,Abu Dhabi,2020-10-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,8,Q de Kock,Sheikh Zayed Stadium,M Nayyar,PG Pathak,S Ravi,CB Gaffaney,VK Sharma
215,2020/21,0,2020-09-27,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,SV Samson,Sharjah Cricket Stadium,V Narayan Kutty,VA Kulkarni,C Shamshuddin,RK Illingworth,K Srinivasan
216,2020/21,0,2020-10-13,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,20,0,RA Jadeja,Dubai International Cricket Stadium,J Srinath,YC Barde,Nitin Menon,AK Chaudhary,PR Reiffel
217,2020/21,Abu Dhabi,2020-10-11,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,0,5,Q de Kock,Sheikh Zayed Stadium,Shakti Singh,UV Gandhe,VK Sharma,CB Gaffaney,S Ravi
218,2020/21,0,2020-11-01,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,60,0,PJ Cummins,Dubai International Cricket Stadium,Shakti Singh,YC Barde,AK Chaudhary,Nitin Menon,PR Reiffel
219,2020/21,0,2020-10-15,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,8,KL Rahul,Sharjah Cricket Stadium,V Narayan Kutty,K Srinivasan,RK Illingworth,KN Ananthapadmanabhan,C Shamshuddin
220,2020/21,Abu Dhabi,2020-09-29,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,15,0,Rashid Khan,Sheikh Zayed Stadium,M Nayyar,PG Pathak,CB Gaffaney,VK Sharma,S Ravi
221,2020/21,Abu Dhabi,2020-10-19,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,7,JC Buttler,Sheikh Zayed Stadium,M Nayyar,PG Pathak,UV Gandhe,CB Gaffaney,VK Sharma
222,2020/21,0,2020-09-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,10,0,YS Chahal,Dubai International Cricket Stadium,Prakash Bhatt,YC Barde,AK Chaudhary,AY Dandekar,Nitin Menon
223,2020/21,0,2020-10-31,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,Ishan Kishan,Dubai International Cricket Stadium,J Srinath,AY Dandekar,AK Chaudhary,YC Barde,PR Reiffel
224,2020/21,0,2020-10-29,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,RD Gaikwad,Dubai International Cricket Stadium,Prakash Bhatt,K Srinivasan,KN Ananthapadmanabhan,C Shamshuddin,RK Illingworth
225,2020/21,Abu Dhabi,2020-10-30,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,BA Stokes,Sheikh Zayed Stadium,M Nayyar,UV Gandhe,PG Pathak,CB Gaffaney,S Ravi
226,2020/21,0,2020-10-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,34,0,TA Boult,Sharjah Cricket Stadium,V Narayan Kutty,VA Kulkarni,K Srinivasan,KN Ananthapadmanabhan,RK Illingworth
227,2020/21,0,2020-09-25,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,44,0,PP Shaw,Dubai International Cricket Stadium,V Narayan Kutty,VA Kulkarni,K Srinivasan,KN Ananthapadmanabhan,RK Illingworth
228,2020/21,0,2020-10-12,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,82,0,AB de Villiers,Sharjah Cricket Stadium,V Narayan Kutty,VA Kulkarni,KN Ananthapadmanabhan,RK Illingworth,K Srinivasan
229,2020/21,Abu Dhabi,2020-10-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,8,BA Stokes,Sheikh Zayed Stadium,Shakti Singh,PG Pathak,S Ravi,UV Gandhe,VK Sharma
230,2020/21,0,2020-10-08,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,69,0,JM Bairstow,Dubai International Cricket Stadium,J Srinath,AY Dandekar,YC Barde,AK Chaudhary,Nitin Menon
231,2020/21,0,2020-10-14,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Delhi Capitals,13,0,A Nortje,Dubai International Cricket Stadium,J Srinath,YC Barde,AY Dandekar,AK Chaudhary,Nitin Menon
232,2020/21,0,2020-10-25,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,8,RD Gaikwad,Dubai International Cricket Stadium,Prakash Bhatt,VA Kulkarni,KN Ananthapadmanabhan,C Shamshuddin,RK Illingworth
233,2020/21,Abu Dhabi,2020-09-26,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,Shubman Gill,Sheikh Zayed Stadium,Shakti Singh,UV Gandhe,S Ravi,CB Gaffaney,VK Sharma
234,2020/21,0,2020-10-20,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Kings XI Punjab,0,5,S Dhawan,Dubai International Cricket Stadium,Prakash Bhatt,K Srinivasan,KN Ananthapadmanabhan,C Shamshuddin,RK Illingworth
235,2020/21,0,2020-09-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,tie,0,Royal Challengers Bangalore,0,0,AB de Villiers,Dubai International Cricket Stadium,J Srinath,YC Barde,AK Chaudhary,Nitin Menon,PR Reiffel
236,2020/21,0,2020-11-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,57,0,JJ Bumrah,Dubai International Cricket Stadium,J Srinath,AK Chaudhary,KN Ananthapadmanabhan,CB Gaffaney,Nitin Menon
237,2020/21,Abu Dhabi,2020-11-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,KS Williamson,Sheikh Zayed Stadium,M Nayyar,C Shamshuddin,VK Sharma,PR Reiffel,S Ravi
238,2020/21,Abu Dhabi,2020-11-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,17,0,MP Stoinis,Sheikh Zayed Stadium,M Nayyar,VK Sharma,C Shamshuddin,PR Reiffel,S Ravi
239,2020/21,0,2020-11-10,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,0,5,TA Boult,Dubai International Cricket Stadium,J Srinath,KN Ananthapadmanabhan,AK Chaudhary,CB Gaffaney,Nitin Menon
240,2021,Chennai,2021-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,2,HV Patel,"MA Chidambaram Stadium, Chepauk, Chennai",V Narayan Kutty,UV Gandhe,C Shamshuddin,KN Ananthapadmanabhan,Nitin Menon
241,2021,Mumbai,2021-04-10,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,"Wankhede Stadium, Mumbai",M Nayyar,AY Dandekar,S Ravi,AK Chaudhary,VK Sharma
242,2021,Chennai,2021-04-11,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,10,0,N Rana,"MA Chidambaram Stadium, Chepauk, Chennai",V Narayan Kutty,HAS Khalid,CB Gaffaney,KN Ananthapadmanabhan,Nitin Menon
243,2021,Mumbai,2021-04-12,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,4,0,SV Samson,"Wankhede Stadium, Mumbai",M Nayyar,YC Barde,VK Sharma,AK Chaudhary,S Ravi
244,2021,Chennai,2021-04-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,10,0,RD Chahar,"MA Chidambaram Stadium, Chepauk, Chennai",S Chaturvedi,HAS Khalid,KN Ananthapadmanabhan,C Shamshuddin,CB Gaffaney
245,2021,Chennai,2021-04-14,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,6,0,GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",V Narayan Kutty,Tapan Sharma,C Shamshuddin,Nitin Menon,UV Gandhe
246,2021,Mumbai,2021-04-15,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,JD Unadkat,"Wankhede Stadium, Mumbai",Shakti Singh,J Madanagopal,AK Chaudhary,S Ravi,VK Sharma
247,2021,Mumbai,2021-04-16,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,DL Chahar,"Wankhede Stadium, Mumbai",Prakash Bhatt,Navdeep Singh,VK Sharma,AK Chaudhary,AY Dandekar
248,2021,Chennai,2021-04-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,13,0,KA Pollard,"MA Chidambaram Stadium, Chepauk, Chennai",S Chaturvedi,Tapan Sharma,KN Ananthapadmanabhan,CB Gaffaney,K Srinivasan
249,2021,Chennai,2021-04-18,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,38,0,AB de Villiers,"MA Chidambaram Stadium, Chepauk, Chennai",V Narayan Kutty,K Srinivasan,CB Gaffaney,C Shamshuddin,Nitin Menon
250,2021,Mumbai,2021-04-18,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,S Dhawan,"Wankhede Stadium, Mumbai",M Nayyar,J Madanagopal,S Ravi,AK Chaudhary,PR Reiffel
251,2021,Mumbai,2021-04-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,45,0,MM Ali,"Wankhede Stadium, Mumbai",Prakash Bhatt,Navdeep Singh,YC Barde,PR Reiffel,VK Sharma
252,2021,Chennai,2021-04-20,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,0,6,A Mishra,"MA Chidambaram Stadium, Chepauk, Chennai",V Narayan Kutty,Tapan Sharma,UV Gandhe,C Shamshuddin,CB Gaffaney
253,2021,Chennai,2021-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,0,Sunrisers Hyderabad,0,9,JM Bairstow,"MA Chidambaram Stadium, Chepauk, Chennai",S Chaturvedi,HAS Khalid,KN Ananthapadmanabhan,K Srinivasan,Nitin Menon
254,2021,Mumbai,2021-04-21,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,18,0,F du Plessis,"Wankhede Stadium, Mumbai",Shakti Singh,YC Barde,AK Chaudhary,AY Dandekar,PR Reiffel
255,2021,Mumbai,2021-04-22,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,D Padikkal,"Wankhede Stadium, Mumbai",Shakti Singh,AY Dandekar,VK Sharma,J Madanagopal,S Ravi
256,2021,Chennai,2021-04-23,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,9,KL Rahul,"MA Chidambaram Stadium, Chepauk, Chennai",V Narayan Kutty,UV Gandhe,HAS Khalid,C Shamshuddin,Nitin Menon
257,2021,Mumbai,2021-04-24,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,CH Morris,"Wankhede Stadium, Mumbai",M Nayyar,YC Barde,PR Reiffel,Navdeep Singh,S Ravi
258,2021,Mumbai,2021-04-25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,69,0,RA Jadeja,"Wankhede Stadium, Mumbai",Shakti Singh,J Madanagopal,Navdeep Singh,AK Chaudhary,VK Sharma
259,2021,Chennai,2021-04-25,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,tie,0,Delhi Capitals,0,0,PP Shaw,"MA Chidambaram Stadium, Chepauk, Chennai",S Chaturvedi,K Srinivasan,Tapan Sharma,CB Gaffaney,KN Ananthapadmanabhan
260,2021,Ahmedabad,2021-04-26,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,EJG Morgan,"Narendra Modi Stadium, Ahmedabad",Prakash Bhatt,AY Dandekar,S Ravi,PR Reiffel,YC Barde
261,2021,Ahmedabad,2021-04-27,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,1,0,AB de Villiers,"Narendra Modi Stadium, Ahmedabad",M Nayyar,J Madanagopal,AK Chaudhary,S Ravi,VK Sharma
262,2021,Delhi,2021-04-28,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,7,RD Gaikwad,"Arun Jaitley Stadium, Delhi",J Srinath,UV Gandhe,KN Ananthapadmanabhan,C Shamshuddin,CK Nandan
263,2021,Delhi,2021-04-29,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,Q de Kock,"Arun Jaitley Stadium, Delhi",V Narayan Kutty,Tapan Sharma,C Shamshuddin,CB Gaffaney,KN Ananthapadmanabhan
264,2021,Ahmedabad,2021-04-29,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,PP Shaw,"Narendra Modi Stadium, Ahmedabad",Prakash Bhatt,Navdeep Singh,AY Dandekar,AK Chaudhary,YC Barde
265,2021,Ahmedabad,2021-04-30,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,34,0,Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",Shakti Singh,YC Barde,J Madanagopal,S Ravi,VK Sharma
266,2021,Delhi,2021-05-01,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,"Arun Jaitley Stadium, Delhi",J Srinath,K Srinivasan,CB Gaffaney,KN Ananthapadmanabhan,CK Nandan
267,2021,Delhi,2021-05-02,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,55,0,JC Buttler,"Arun Jaitley Stadium, Delhi",S Chaturvedi,HAS Khalid,UV Gandhe,C Shamshuddin,CB Gaffaney
268,2021,Ahmedabad,2021-05-02,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,MA Agarwal,"Narendra Modi Stadium, Ahmedabad",Shakti Singh,Navdeep Singh,J Madanagopal,AK Chaudhary,AY Dandekar
269,2007/08,Bangalore,2008-04-18,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,J Srinath,VN Kulkarni,AM Saheba,Asad Rauf,RE Koertzen
270,2007/08,Chandigarh,2008-04-19,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",S Venkataraghavan,MSS Ranawat,RB Tiffin,MR Benson,SL Shastri
271,2007/08,Delhi,2008-04-19,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Delhi Daredevils,0,9,MF Maharoof,Feroz Shah Kotla,GR Viswanath,,IL Howell,Aleem Dar,GA Pratapkumar
272,2007/08,Mumbai,2008-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,J Srinath,SN Bandekar,AV Jayaprakash,SJ Davis,DJ Harper
273,2007/08,Kolkata,2008-04-20,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,normal,0,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,FM Engineer,F Gomes,Asad Rauf,BF Bowden,K Hariharan
274,2007/08,Jaipur,2008-04-21,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,S Venkataraghavan,MSS Ranawat,I Shivram,Aleem Dar,RB Tiffin
275,2007/08,Hyderabad,2008-04-22,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",Talat Ali,C Shamshuddin,MR Benson,IL Howell,AM Saheba
276,2007/08,Chennai,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",FM Engineer,S Ravi,BF Bowden,DJ Harper,GA Pratapkumar
277,2007/08,Hyderabad,2008-04-24,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",S Venkataraghavan,C Shamshuddin,SL Shastri,Asad Rauf,MR Benson
278,2007/08,Chandigarh,2008-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",FM Engineer,HS Sekhon,RE Koertzen,Aleem Dar,AM Saheba
279,2007/08,Bangalore,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,J Srinath,SK Tarapore,GA Pratapkumar,MR Benson,IL Howell
280,2007/08,Chennai,2008-04-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",Talat Ali,S Ravi,SJ Davis,BF Bowden,AV Jayaprakash
281,2007/08,Mumbai,2008-04-27,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,10,AC Gilchrist,Dr DY Patil Sports Academy,S Venkataraghavan,VD Nerurkar,DJ Harper,Asad Rauf,SL Shastri
282,2007/08,Chandigarh,2008-04-27,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",FM Engineer,MS Mahal,Aleem Dar,RE Koertzen,I Shivram
283,2007/08,Bangalore,2008-04-28,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,J Srinath,,K Hariharan,BR Doctrove,RB Tiffin
284,2007/08,Kolkata,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,S Venkataraghavan,SK Porel,MR Benson,BF Bowden,AV Jayaprakash
285,2007/08,Delhi,2008-04-30,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,10,0,GD McGrath,Feroz Shah Kotla,CH Lloyd,AK Chaudhary,IL Howell,Aleem Dar,I Shivram
286,2007/08,Hyderabad,2008-05-01,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",Talat Ali,C Shamshuddin,SJ Davis,BR Doctrove,RB Tiffin
287,2007/08,Jaipur,2008-05-01,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,FM Engineer,MSS Ranawat,Asad Rauf,RE Koertzen,GA Pratapkumar
288,2007/08,Chennai,2008-05-02,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",S Venkataraghavan,S Ravi,MR Benson,BF Bowden,K Hariharan
289,2007/08,Hyderabad,2008-05-25,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Talat Ali,,GA Pratapkumar,Asad Rauf,RE Koertzen
290,2007/08,Chandigarh,2008-05-03,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kings XI Punjab,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",CH Lloyd,MS Mahal,SJ Davis,DJ Harper,I Shivram
291,2007/08,Mumbai,2008-05-04,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,J Srinath,UL Dubey,BF Bowden,IL Howell,RE Koertzen
292,2007/08,Jaipur,2008-05-04,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,FM Engineer,MSS Ranawat,Aleem Dar,Asad Rauf,AV Jayaprakash
293,2007/08,Bangalore,2008-05-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,S Sreesanth,M Chinnaswamy Stadium,CH Lloyd,SK Tarapore,SL Shastri,SJ Davis,BR Doctrove
294,2007/08,Chennai,2008-05-06,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",J Srinath,K Srinivasan,S Ravi,MR Benson,RB Tiffin
295,2007/08,Mumbai,2008-05-07,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,Talat Ali,UL Dubey,BF Bowden,DJ Harper,RE Koertzen
296,2007/08,Delhi,2008-05-08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla,CH Lloyd,,K Hariharan,Aleem Dar,RB Tiffin
297,2007/08,Kolkata,2008-05-08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens,FM Engineer,,BR Doctrove,Asad Rauf,IL Howell
298,2007/08,Jaipur,2008-05-09,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium,S Venkataraghavan,,SJ Davis,MR Benson,AM Saheba
299,2007/08,Bangalore,2008-05-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium,CH Lloyd,,BR Doctrove,BF Bowden,AV Jayaprakash
300,2007/08,Chennai,2008-05-10,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Chennai Super Kings,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",J Srinath,S Ravi,I Shivram,AV Jayaprakash,BG Jerling
301,2007/08,Hyderabad,2008-05-11,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",Talat Ali,,BF Bowden,IL Howell,AM Saheba
302,2007/08,Jaipur,2008-05-11,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium,FM Engineer,,MSS Ranawat,SJ Davis,RE Koertzen
303,2007/08,Chandigarh,2008-05-12,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",CH Lloyd,HS Sekhon,Jasbir Singh,BR Doctrove,I Shivram
304,2007/08,Kolkata,2008-05-13,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens,Talat Ali,,AV Jayaprakash,Asad Rauf,IL Howell
305,2007/08,Mumbai,2008-05-14,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium,J Srinath,RM Deshpande,RE Koertzen,BR Doctrove,AM Saheba
306,2007/08,Chandigarh,2008-05-28,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",S Venkataraghavan,MS Mahal,DJ Harper,SJ Davis,K Hariharan
307,2007/08,Delhi,2008-05-15,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Delhi Daredevils,12,0,A Mishra,Feroz Shah Kotla,CH Lloyd,,Asad Rauf,BG Jerling,GA Pratapkumar
308,2007/08,Mumbai,2008-05-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,SM Pollock,Wankhede Stadium,FM Engineer,SN Bandekar,I Shivram,BR Doctrove,DJ Harper
309,2007/08,Delhi,2008-05-17,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,D/L,Kings XI Punjab,6,0,DPMD Jayawardene,Feroz Shah Kotla,CH Lloyd,AK Chaudhary,BG Jerling,AV Jayaprakash,RE Koertzen
