Match_id,season,city,date,team1,team2,toss_win,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_the_match,venue,match_refree,reserve_umpire,tv_umpire,umpire1,umpire2 
640,2013,Jaipur,2013-05-05,Rajasthan Royals,Pune Warriors,Pune Warriors,bat,normal,0,Rajasthan Royals,0,5,AM Rahane,Sawai Mansingh Stadium,AJ Pycroft,Tapan Sharma,Aleem Dar,C Shamshuddin,RJ Tucker
641,2013,Bangalore,2013-04-09,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,DC Boon,KN Ananthapadmanabhan,CK Nandan,S Ravi,SJA Taufel
642,2013,Jaipur,2013-05-07,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,9,AM Rahane,Sawai Mansingh Stadium,AJ Pycroft,Tapan Sharma,C Shamshuddin,Aleem Dar,RJ Tucker
643,2013,Mumbai,2013-05-07,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,65,0,SR Tendulkar,Wankhede Stadium,RS Mahanama,RM Deshpande,CK Nandan,HDPK Dharmasena,S Ravi
644,2013,Hyderabad,2013-05-08,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",Raju Mukherjee,A Nand Kishore,K Srinath,S Das,NJ Llong
645,2013,Chandigarh,2013-05-09,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali",RS Mahanama,Nitin Menon,CK Nandan,HDPK Dharmasena,S Ravi
646,2013,Pune,2013-05-09,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium,J Srinath,PG Pathak,SJA Taufel,Asad Rauf,S Asnani
647,2013,Delhi,2013-05-10,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla,RS Madugalle,K Bharatan,VA Kulkarni,NJ Llong,K Srinath
648,2013,Pune,2013-05-11,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium,J Srinath,RM Deshpande,S Asnani,Asad Rauf,AK Chaudhary
649,2013,Chandigarh,2013-05-11,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali",AJ Pycroft,Nitin Menon,C Shamshuddin,S Das,RJ Tucker
650,2013,Ranchi,2013-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex,RS Madugalle,PK Khakhar,VA Kulkarni,NJ Llong,K Srinath
651,2013,Jaipur,2013-05-12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium,RS Mahanama,Tapan Sharma,S Ravi,HDPK Dharmasena,CK Nandan
652,2013,Delhi,2013-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Harmeet Singh,Feroz Shah Kotla,RS Madugalle,K Bharatan,M Erasmus,VA Kulkarni,K Srinath
653,2013,Mumbai,2013-05-13,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium,RR Jadeja,RM Deshpande,Asad Rauf,AK Chaudhary,SJA Taufel
654,2013,Ranchi,2013-05-15,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,normal,0,Pune Warriors,7,0,MK Pandey,JSCA International Stadium Complex,RS Madugalle,PK Khakhar,VA Kulkarni,NJ Llong,K Srinath
655,2013,Chennai,2013-05-14,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AJ Pycroft,K Srinivasan,S Das,C Shamshuddin,RJ Tucker
656,2013,Mumbai,2013-05-15,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,14,0,AP Tare,Wankhede Stadium,RR Jadeja,PG Pathak,AK Chaudhary,Asad Rauf,S Asnani
657,2013,Chandigarh,2013-05-06,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali",RR Jadeja,Nitin Menon,K Srinath,VA Kulkarni,NJ Llong
658,2013,Hyderabad,2013-05-17,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",J Srinath,A Nand Kishore,S Asnani,Asad Rauf,AK Chaudhary
659,2013,Dharamsala,2013-05-18,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,RS Mahanama,,S Ravi,HDPK Dharmasena,CK Nandan
660,2013,Pune,2013-05-19,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Pune Warriors,38,0,LJ Wright,Subrata Roy Sahara Stadium,RS Madugalle,PG Pathak,VA Kulkarni,NJ Llong,SJA Taufel
661,2013,Bangalore,2013-05-18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,24,0,V Kohli,M Chinnaswamy Stadium,AJ Pycroft,KN Ananthapadmanabhan,S Das,C Shamshuddin,RJ Tucker
662,2013,Hyderabad,2013-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Raju Mukherjee,A Nand Kishore,AK Chaudhary,Asad Rauf,S Asnani
663,2013,Delhi,2013-05-21,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla,RS Mahanama,CK Nandan,S Ravi,NJ Llong,RJ Tucker
664,2013,Delhi,2013-05-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,4,BJ Hodge,Feroz Shah Kotla,RS Mahanama,CK Nandan,NJ Llong,S Ravi,RJ Tucker
665,2013,Kolkata,2013-05-24,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens,RS Madugalle,K Srinath,HDPK Dharmasena,C Shamshuddin,SJA Taufel
666,2013,Kolkata,2013-05-26,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,KA Pollard,Eden Gardens,RS Madugalle,K Srinath,C Shamshuddin,HDPK Dharmasena,SJA Taufel
667,2014,Abu Dhabi,2014-04-16,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium,AJ Pycroft,K Srinath,BF Bowden,M Erasmus,RK Illingworth
668,2014,0,2014-04-17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium,GF Labrooy,K Bharatan,VA Kulkarni,Aleem Dar,S Ravi
669,2014,Abu Dhabi,2014-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium,AJ Pycroft,K Srinath,BF Bowden,RK Illingworth,C Shamshuddin
670,2014,Abu Dhabi,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium,AJ Pycroft,K Srinath,C Shamshuddin,BF Bowden,RK Illingworth
671,2014,0,2014-04-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium,GF Labrooy,K Srinivasan,VA Kulkarni,Aleem Dar,AK Chaudhary
672,2014,0,2014-04-19,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,4,JP Duminy,Dubai International Cricket Stadium,GF Labrooy,K Srinivasan,AK Chaudhary,Aleem Dar,VA Kulkarni
673,2014,0,2014-04-20,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium,AJ Pycroft,K Bharatan,S Ravi,BF Bowden,M Erasmus
674,2014,Abu Dhabi,2014-04-21,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium,GF Labrooy,K Srinath,HDPK Dharmasena,RK Illingworth,C Shamshuddin
675,2014,0,2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium,AJ Pycroft,K Bharatan,BF Bowden,M Erasmus,S Ravi
676,2014,0,2014-04-23,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,0,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium,GF Labrooy,K Srinivasan,C Shamshuddin,HDPK Dharmasena,RK Illingworth
677,2014,0,2014-04-24,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium,AJ Pycroft,K Bharatan,AK Chaudhary,Aleem Dar,VA Kulkarni
678,2014,0,2014-04-25,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,AJ Finch,Dubai International Cricket Stadium,GF Labrooy,K Srinivasan,BF Bowden,M Erasmus,S Ravi
679,2014,0,2014-04-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium,GF Labrooy,K Srinivasan,S Ravi,BF Bowden,M Erasmus
680,2014,Abu Dhabi,2014-04-26,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,PV Tambe,Sheikh Zayed Stadium,AJ Pycroft,K Srinath,RK Illingworth,HDPK Dharmasena,C Shamshuddin
681,2014,Abu Dhabi,2014-04-26,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,23,0,Sandeep Sharma,Sheikh Zayed Stadium,AJ Pycroft,K Srinath,C Shamshuddin,HDPK Dharmasena,RK Illingworth
682,2014,0,2014-04-27,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium,GF Labrooy,K Bharatan,AK Chaudhary,Aleem Dar,VA Kulkarni
683,2014,0,2014-04-27,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,DR Smith,Sharjah Cricket Stadium,GF Labrooy,K Bharatan,Aleem Dar,AK Chaudhary,VA Kulkarni
684,2014,0,2014-04-28,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Sandeep Sharma,Dubai International Cricket Stadium,AJ Pycroft,K Srinivasan,M Erasmus,BF Bowden,S Ravi
685,2014,Abu Dhabi,2014-04-29,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,tie,0,Rajasthan Royals,0,0,JP Faulkner,Sheikh Zayed Stadium,GF Labrooy,K Srinath,VA Kulkarni,Aleem Dar,AK Chaudhary
686,2014,0,2014-04-30,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium,AJ Pycroft,K Srinivasan,S Ravi,HDPK Dharmasena,M Erasmus
687,2014,Ranchi,2014-05-02,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,34,0,RA Jadeja,JSCA International Stadium Complex,J Srinath,AY Dandekar,CK Nandan,AK Chaudhary,NJ Llong
688,2014,Mumbai,2014-05-03,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,RS Madugalle,R Pandit,RM Deshpande,BNJ Oxenford,C Shamshuddin
689,2014,Delhi,2014-05-03,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla,AJ Pycroft,Navdeep Singh,K Srinath,SS Hazare,S Ravi
690,2014,Bangalore,2014-05-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,RS Mahanama,J Madanagopal,PG Pathak,HDPK Dharmasena,VA Kulkarni
691,2014,Ahmedabad,2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera",RS Madugalle,Nitin Menon,AK Chaudhary,NJ Llong,CK Nandan
692,2014,Delhi,2014-05-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla,J Srinath,Navdeep Singh,C Shamshuddin,RM Deshpande,BNJ Oxenford
693,2014,Mumbai,2014-05-06,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium,AJ Pycroft,R Pandit,SS Hazare,S Ravi,K Srinath
694,2014,Delhi,2014-05-07,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla,J Srinath,Navdeep Singh,RM Deshpande,BNJ Oxenford,C Shamshuddin
695,2014,Cuttack,2014-05-07,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium,RS Mahanama,UV Gandhe,VA Kulkarni,HDPK Dharmasena,PG Pathak
696,2014,Ahmedabad,2014-05-08,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera",RS Madugalle,Nitin Menon,CK Nandan,AK Chaudhary,NJ Llong
697,2014,Bangalore,2014-05-09,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium,AJ Pycroft,KN Ananthapadmanabhan,K Srinivasan,S Ravi,K Srinath
698,2014,Delhi,2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,D/L,Sunrisers Hyderabad,0,8,DW Steyn,Feroz Shah Kotla,J Srinath,Navdeep Singh,C Shamshuddin,RM Deshpande,BNJ Oxenford
699,2014,Mumbai,2014-05-10,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium,RS Mahanama,R Pandit,PG Pathak,HDPK Dharmasena,VA Kulkarni
700,2014,Cuttack,2014-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium,RS Madugalle,UV Gandhe,AK Chaudhary,NJ Llong,CK Nandan
701,2014,Bangalore,2014-05-11,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium,AJ Pycroft,KN Ananthapadmanabhan,K Srinath,S Ravi,RJ Tucker
702,2014,Hyderabad,2014-05-12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",RS Mahanama,A Nand Kishore,PG Pathak,HDPK Dharmasena,VA Kulkarni
703,2014,Ranchi,2014-05-13,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex,J Srinath,AY Dandekar,RM Deshpande,BNJ Oxenford,C Shamshuddin
704,2014,Bangalore,2014-05-13,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium,AJ Pycroft,KN Ananthapadmanabhan,S Ravi,K Srinath,RJ Tucker
705,2014,Hyderabad,2014-05-14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal",RS Mahanama,A Nand Kishore,HDPK Dharmasena,VA Kulkarni,PG Pathak
706,2014,Cuttack,2014-05-14,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium,RS Madugalle,R Pandit,CK Nandan,AK Chaudhary,NJ Llong
707,2014,Ahmedabad,2014-05-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera",AJ Pycroft,KN Ananthapadmanabhan,K Srinath,S Ravi,RJ Tucker
708,2014,Ranchi,2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex,J Srinath,J Madanagopal,RM Deshpande,BNJ Oxenford,C Shamshuddin
709,2014,Hyderabad,2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",RS Madugalle,A Nand Kishore,AK Chaudhary,NJ Llong,CK Nandan
710,2014,Ahmedabad,2014-05-19,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",AJ Pycroft,KN Ananthapadmanabhan,K Srinath,S Ravi,RJ Tucker
711,2014,Delhi,2014-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla,RS Mahanama,Navdeep Singh,VA Kulkarni,HDPK Dharmasena,PG Pathak
712,2014,Hyderabad,2014-05-20,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",RS Madugalle,A Nand Kishore,CK Nandan,AK Chaudhary,NJ Llong
713,2014,Kolkata,2014-05-20,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens,J Srinath,Nitin Menon,BNJ Oxenford,RM Deshpande,C Shamshuddin
714,2014,Chandigarh,2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RS Mahanama,UV Gandhe,PG Pathak,HDPK Dharmasena,VA Kulkarni
715,2014,Kolkata,2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens,RS Madugalle,Nitin Menon,NJ Llong,AK Chaudhary,CK Nandan
716,2014,Ranchi,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex,J Srinath,J Madanagopal,RM Deshpande,BNJ Oxenford,C Shamshuddin
717,2014,Mumbai,2014-05-23,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium,AJ Pycroft,AY Dandekar,K Srinath,S Ravi,RJ Tucker
718,2014,Chandigarh,2014-05-23,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",RS Mahanama,UV Gandhe,VA Kulkarni,HDPK Dharmasena,PG Pathak
719,2014,Bangalore,2014-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium,RS Madugalle,A Nand Kishore,CK Nandan,AK Chaudhary,NJ Llong
720,2014,Kolkata,2014-05-24,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens,J Srinath,Nitin Menon,C Shamshuddin,RM Deshpande,BNJ Oxenford
721,2014,Chandigarh,2014-05-25,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",RS Mahanama,UV Gandhe,PG Pathak,HDPK Dharmasena,VA Kulkarni
722,2014,Mumbai,2014-05-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,AJ Pycroft,R Pandit,S Ravi,K Srinath,RJ Tucker
723,2014,Kolkata,2014-05-27,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens,RS Mahanama,CK Nandan,C Shamshuddin,NJ Llong,S Ravi
724,2014,Mumbai,2014-05-28,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium,AJ Pycroft,RM Deshpande,RJ Tucker,VA Kulkarni,BNJ Oxenford
725,2014,Mumbai,2014-05-30,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,normal,0,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium,J Srinath,RM Deshpande,AK Chaudhary,HDPK Dharmasena,RJ Tucker
726,2014,Bangalore,2014-06-01,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,MK Pandey,M Chinnaswamy Stadium,RS Mahanama,CK Nandan,S Ravi,HDPK Dharmasena,BNJ Oxenford
727,2015,Kolkata,2015-04-08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens,J Srinath,VK Sharma,PG Pathak,S Ravi,C Shamshuddin
728,2015,Chennai,2015-04-09,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",M Nayyar,K Bharatan,RM Deshpande,RK Illingworth,VA Kulkarni
729,2015,Pune,2015-04-10,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,normal,0,Rajasthan Royals,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,GF Labrooy,CK Nandan,K Srinath,SD Fry,CB Gaffaney
730,2015,Chennai,2015-04-11,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",M Nayyar,K Bharatan,RM Deshpande,RK Illingworth,VA Kulkarni
731,2015,Kolkata,2015-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,CH Gayle,Eden Gardens,J Srinath,VK Sharma,PG Pathak,S Ravi,C Shamshuddin
732,2015,Delhi,2015-04-12,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,DJ Hooda,Feroz Shah Kotla,GF Labrooy,Nitin Menon,CK Nandan,SD Fry,CB Gaffaney
733,2015,Mumbai,2015-04-12,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,normal,0,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium,Chinmay Sharma,A Nand Kishore,K Srinath,AK Chaudhary,K Srinivasan
734,2015,Bangalore,2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,DA Warner,M Chinnaswamy Stadium,M Nayyar,K Bharatan,VA Kulkarni,RM Deshpande,RK Illingworth
735,2015,Ahmedabad,2015-04-14,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,7,SPD Smith,"Sardar Patel Stadium, Motera",Chinmay Sharma,A Nand Kishore,K Srinivasan,AK Chaudhary,SD Fry
736,2015,Kolkata,2015-04-30,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,AD Russell,Eden Gardens,RR Jadeja,A Nand Kishore,RM Deshpande,AK Chaudhary,M Erasmus
737,2015,Pune,2015-04-15,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,GF Labrooy,Nitin Menon,CK Nandan,CB Gaffaney,K Srinath
738,2015,Visakhapatnam,2015-04-16,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,M Nayyar,VK Sharma,C Shamshuddin,PG Pathak,S Ravi
739,2015,Mumbai,2015-04-17,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,6,A Nehra,Wankhede Stadium,Chinmay Sharma,K Srinivasan,K Srinath,AK Chaudhary,M Erasmus
740,2015,Visakhapatnam,2015-04-18,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Delhi Daredevils,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,M Nayyar,VK Sharma,C Shamshuddin,PG Pathak,S Ravi
741,2015,Pune,2015-04-18,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,AD Russell,Maharashtra Cricket Association Stadium,GF Labrooy,Nitin Menon,CB Gaffaney,SD Fry,CK Nandan
742,2015,Ahmedabad,2015-04-19,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,AM Rahane,"Sardar Patel Stadium, Motera",Chinmay Sharma,K Srinivasan,K Srinath,AK Chaudhary,M Erasmus
